Order, No, Type, Hotel Name, Hotel Country, Hotel CityMatched Link 1,Matched Link 2,Matched Link 3,Matched Link 4,Matched Link 5,Matched Link 6,Matched Link 7,Matched Link 8,Matched Link 9,Matched Link 10
"354","33103", Child,"Quest Hotel Tagaytay","Philippines","Tagaytay","https://www.questhotelsandresorts.com/tagaytay","https://questtagaytay.com/","https://www.klook.com/en-PH/hotels/detail/116083-quest-hotel-tagaytay/","https://www.facebook.com/questhoteltagaytay/","https://en.planetofhotels.com/philippines/tagaytay/quest-hotel-tagaytay","https://filinvesthospitality.com/quest-hotels-resorts/quest-hotel-tagaytay","","","",""
"355","33107", Child,"Emerald Puteri Hotel","Malaysia","Sungai Petani","https://www.emeraldputerihotel.com/","https://vi.hotels.com/ho514129/emerald-puteri-hotel-sungai-petani-malaysia/","https://emeraldputerisungaipetani.my-hotels.net/en/","https://en.planetofhotels.com/malaysia/sungai-petani/emerald-puteri-hotel","","","","","",""
"356","33116", Child,"Parador de Soria","Spain","Soria","https://paradores.es/es/parador-de-soria","http://www.paradorsofspain.com/parador-de-soria.aspx","https://spainparador.com/Parador-Soria.htm","https://www.centraldereservas.com/hoteles/espana/castilla-y-leon/soria/soria/parador-de-soria","https://paradores.es/en/parador-de-soria","https://www.totallyspain.com/parador/parador-de-soria/1607/","https://todoparadores.com/parador-de-soria/","","",""
"357","33121", Child,"Golden Temple Residence","Cambodia","Siem Reap","https://goldentemple.asia/residence/","https://goldentemple.asia/residence/home/residence/","https://goldentemple.asia/residence/room_type/","https://golden-temple-residence.siemreapbesthotels.com/en/","https://www.holidify.com/hotel/golden-temple-residence-44344.html","","","","",""
"358","33126", Child,"Grand Yavuz Hotel Sultanahmet","Turkey","Ä°stanbul","https://hotel-grand-yavuz.hotel-of-istanbul.com/en/","https://www.go-istanbul-hotels.com/en/property/grand-yavuz-34126.html","https://grandyavuzsultanahmetistanbul.tr-hotels.com/en/","https://hotel-grand-yavuz.hotel-istanbul.net/en/","https://grand-yavuz-34126.inistanbulhotels.com/","https://www.istanbulhotels.com/en/grand-yavuz-hotel","https://www.hotels21.com/turkey/istanbul-city/grand-yavuz-hotel-sultanahmet","https://www.momondo.com/hotels/istanbul/Grand-Yavuz-Hotel.mhd99258.ksp","",""
"359","33131", Child,"Orka Taksim Suites & Hotel","Turkey","Ä°stanbul","https://www.orkataksim.com/","https://www.orkataksim.com/about","https://www.lastminute.com/hotels/turkey/istanbul/orka-taksim-suites-hotel_hid-741471","https://www.orkataksim.com/tr","","","","","",""
"360","33136", Child,"Buzios Mar Hotel & Spa","Brazil","Buzios","https://www.centralbuzios.com/en/hotel/buzios-mar-hotel","https://www.momondo.com/hotels/armacao-de-buzios/Buzios-Mar-Hotel.mhd3549653.ksp","https://www.kayak.com/Buzios-Hotels-Buzios-Mar-Hotel.3549653.ksp","","","","","","",""
"361","33149", Child,"Hotel Lombardia","Italy","Milan","https://hotellombardia.com/","https://hotellombardia.com/it","http://www.hotellombardiamilano.com/","https://lombardia.in-milan-hotels.com/en/","https://lombardia.hotels-milan.net/en/","http://hotellombardiamilano.com/contact.htm","","","",""
"362","33154", Child,"Hotel Ginori Al Duomo","Italy","Florence","https://www.hotelginorialduomo.com/en/","https://www.hotelginorialduomo.com/","https://www.hotelginorialduomo.com/en/our-hotel/","https://www.momondo.com/hotels/florence/Hotel-Ginori-Al-Duomo.mhd189388.ksp","https://www.initalia.it/en/hotel/hotelginorialduomo.htm","https://ginori-al-duomo-hotel-florence.at-hotels.com/en/","","","",""
"363","33167", Child,"RedDoorz Plus near Rizal Junction","Philippines","Palawan","https://www.reddoorz.com/en-ph/hotel/philippines/palawan/puerto-princesa/maningning-(pob.)/reddoorz-plus-near-rizal-junction","https://www.hotels21.com/philippines/puerto-princesa/reddoorz-plus-near-rizal-junction","https://www.traveloka.com/en-ph/hotel/philippines/reddoorz-plus-near-rizal-junction-1000000639055","https://restreserve.com/hotel/a9882253/reddoorz-plus-near-rizal-junction","","","","","",""
"364","33170", Child,"Harmony Hotel","Philippines","Bohol","http://harmonyhotelsite.com/","https://www.facebook.com/harmonyhotelpanglao/","https://en.planetofhotels.com/philippines/panglao/harmony-hotel","https://bohol-guide.com/accommodation/alona-beach-resorts/harmony-hotel/","https://www.in-philippines.com/harmony-hotel-bohol/","","","","",""
"365","33177", Child,"JMM Grand Suites","Philippines","Manila","https://jmmgrandsuites.com/","https://www.klook.com/en-PH/hotels/detail/436224-jmm-grand-suites/","https://jmmgrandsuites.com/contact-us/","https://guidetothephilippines.ph/accommodation/manila-apartments/jmm-grand-suites","https://philippinescities.com/metromanila/jmm-grand-suites/","","","","",""
"366","33185", Child,"Outrigger Surin Beach Resort - SHA Extra Plus","Thailand","Phuket","https://www.outrigger.com/thailand/outrigger-surin-beach-resort","https://www.holidify.com/hotel/outrigger-surin-beach-resort---sha-extra-plus-27617.html","https://phuket.com.ua/hotels/outrigger-surin-beach-resort-sha-extra-plus/","https://www.sniffhotels.com/th/en/hotel/manathai-surin-phuket","","","","","",""
"367","33202", Child,"Buasri Boutique Patong","Thailand","Phuket","https://www.buasriboutiquepatong.com/","https://buasriphukethotel.com-patong.com/en/","https://www.hotelspatongthailand.com/en/property/buasri-phuket-hotel.html","https://buasri-phuket.hotels-in-patong.com/en/","https://buasri-phuket.besthotelspatong.com/en/","https://phuket.com.ua/hotels/buasri-boutique-patong/","","","",""
"368","33208", Child,"The House Patong","Thailand","Phuket","https://www.wheretostayphuket.com/phukethotels/patong/the-house-patong/","","","","","","","","",""
"369","33211", Child,"Embassy Suites Columbus - Airport","United States","Columbus (OH)","https://www.hilton.com/en/hotels/cmhates-embassy-suites-columbus-airport/","https://www.momondo.com/hotels/columbus/Embassy-Suites-Columbus---Airport.mhd311867.ksp","https://embassysuitesairport.ohiobesthotels.com/en/","https://www.kayak.com/Columbus-Hotels-Embassy-Suites-by-Hilton-Columbus-Airport.311867.ksp","https://www.hotelplanner.com/Hotels/226564/Reservations-Embassy-Suites-Columbus-Airport-Columbus-2886-Airport-Dr-43219","","","","",""
"370","33216", Child,"Under The Coconut Tree Hoi An Homestay","Vietnam","Hoi An","http://underthecoconuttreehoian.com/","https://tophomestay.vn/hoi-an/under-the-coconut-tree-hoi-an-homes-166.html","https://under-the-coconut-tree-hoi-an-homestay-1.hotelsofhoian.com/en/","https://www.hostelworld.com/hostels/p/281769/under-the-coconut-tree/","https://www.travelfish.org/accommodation_profile/vietnam/central_vietnam/quang_nam/hoi_an/all/6132","","","","",""
"371","33223", Child,"Ducato di Oia - Adults Only","Greece","Santorini","https://ducato.gr/","https://ducato.gr/ducato-di-oia-hotel","https://www.oiasantorinihotels.com/ducato-di-oia-adults-only.en.html","https://ducato-di-oia.hotelsofsantorini.com/","https://www.hotelssantoriniisland.com/en/property/ducato-di-oia.html","https://www.kimkim.com/h/ducato-di-oia-boutique-hotel-santorini-greece","https://www.momondo.com/hotels/oia-santorini/Ducato-di-Oia.mhd2647902.ksp","https://www.myboutiquehotel.com/en/boutique-hotels-oia-santorini/ducato-di-oia.html","",""
"372","33231", Child,"Metropol Ceccarini Suite - Luxury apartments","Italy","Riccione","https://www.metropolceccarinisuite.com/","https://www.metropolceccarinisuite.com/en/","https://www.metropolceccarinisuite.com/en/apartments/","https://vi.hotels.com/ho626316928/metropol-ceccarini-suite-riccione-y/","https://www.appart.it/riccione/metropol-ceccarini-suite-luxury-apartments-riccione/","https://www.hotelsone.com/riccione-hotels-it/metropol-ceccarini-suite-luxury-apartments.html","https://www.hoteles.com/en/ho626316928/metropol-ceccarini-suite-riccione-italy/","https://www.charmingitaly.com/en/metropol-ceccarini-suite","https://www.metropolceccarinisuite.com/appartamenti/",""
"373","33236", Child,"Hotel Volney Opera","France","Paris","https://www.hotelvolney.com/","https://www.hotelvolney.com/fr/","https://www.hotelvolney.com/rooms","http://m.hotelvolney.com/en/hotel","https://www.france-hotel-guide.com/en/43887-hotel-volney-opera-paris-en.php","","","","",""
"374","33242", Child,"New Hotel Gare Du Nord","France","Paris","https://www.newhotelparis.com/","https://www.newhotelparis.com/en/","https://new-hotel-gare-du-nord-paris.h-rez.com/","https://www.paristopten.com/hotels/new-hotel-gare-du-nord/","","","","","",""
"375","33250", Child,"Hotel the YARD","Germany","Berlin","https://hotel-theyard.berlin/","https://hotel-theyard.berlin/en/uber-uns/","https://theyard.atberlinhotels.com/en/","https://hotel-theyard.berlin/en/","https://www.telegraph.co.uk/travel/destinations/europe/germany/berlin/hotels/hotel-the-yard/","https://www.berlin.de/hotels/8922381-1686962-hotel-the-yard.html","","","",""
"376","33266", Child,"Grand Hotel Palladium","Germany","Munich","https://www.palladium-munich.com/hotel-en/","https://www.palladium-munich.com/","https://www.palladium-munich.com/hotel-en/book-online/","https://grand-palladium.topmunichhotels.com/en/","https://www.city-hotels-munich.org/en/property/grandpalladium.html","https://www.travelweekly.com/Hotels/Munich/Grand-Hotel-Palladium-Munich-p52887100","https://www.momondo.com/hotels/munich/Grand-Hotel-Palladium.mhd2483475.ksp","","",""
"377","33271", Child,"Yutorelo-an","Japan","Hakone","https://www.yutorelo-an.jp/","https://yutorelo-an.hakonehotelspage.com/en/","https://www.japanican.com/hotel/japan/hakone/yutorelo-an","https://selected-ryokan.com/ryokan/yutorelo-an_hakone_kanagawa_tokyo-suburbs.html","https://livejapan.com/en/in-tokyo/in-pref-kanagawa/in-hakone_odawara/spot-lj0003288/","https://obsessedwithjapan.com/japan-hakone-accomodation-yutorelo-an/","","","",""
"378","33279", Child,"Motel 6-Indio, CA - Palm Springs","United States","Indio (CA)","https://www.motel6.com/en/home/motels.ca.indio.9192.html","https://www.hotels.com/ho449379/motel-6-indio-ca-palm-springs-indio-united-states-of-america/","https://www.reservations.com/hotel/motel-6-indio-palm-springs-area","https://www.priceline.com/hotel-deals/en-us/P3000001839/H19700004/motel-6-indio-ca-palm-springs.ssp","https://vi.hotels.com/en/ho449379/motel-6-indio-ca-palm-springs-indio-united-states-of-america/","","","","",""
"379","33296", Child,"The Grand Guesthouse","United States","Key West (FL)","https://thegrandguesthouse.com/","https://thegrandguesthouse.hotels-keywest.com/en/","https://www.facebook.com/@TheGrandGuesthouse/","https://www.keywesttourist.com/bed-and-breakfast/the-grand-guesthouse/","https://www.hotelscombined.com/Hotel/The_Grand_Guesthouse_Key_West.htm","https://www.reservations.com/hotel/the-grand-guesthouse-key-west-fl","","","",""
"380","33305", Child,"Exton Hotel and Conference Center","United States","Exton (PA)","https://www.extonhotels.com/","https://www.extonhotels.com/overview","https://www.facebook.com/extonhotelandconferencecenter/","https://www.extonhotels.com/contact-us","https://www.meetings-conventions.com/Meeting-Event-Venues/Exton-PA/Convention-Hotel/Exton-Hotel-Conference-Center-p57458977","https://www.eventective.com/exton-pa/exton-hotel-conference-center-683377.html","https://www.momondo.com/hotels/exton/Exton-Hotel-and-Conference-Center.mhd2677237.ksp","https://www.hotelplanner.com/Hotels/215366/Reservations-Exton-Hotel-Conference-Center-Exton-815-North-Pottstown-Pike-19341","",""
"381","33311", Child,"James Bay Inn Hotel, Suites & Cottage","Canada","Victoria (BC)","https://www.jamesbayinn.com/","https://hotels.cloudbeds.com/reservation/cPzNTj","https://www.tourismvictoria.com/accommodations/hotels-bbs/dmf-property/james-bay-inn-hotel-suites-cottage","https://www.priceline.com/hotel-deals/en-us/P3000031000/H17189104/james-bay-inn-hotel-suites-cottage.ssp","https://vancouverislandleisure.com/james-bay-inn-suites-cottage/","https://www.kayak.com/Victoria-Hotels-James-Bay-Inn-Hotel-Suites.39685.ksp","","","",""
"382","33340", Child,"Zaton Holiday Resort","Croatia","Zaton","https://www.zaton.hr/en/","https://www.zaton.hr/hr/","https://www.zaton.hr/en/resort","https://www.zaton-zd.hr/en/home-en/","https://www.eurocamp.co.uk/campsites/croatia/dalmatia/zaton-holiday-resort-campsite","https://www.zaton.hr/en/accommodation","https://www.onthebeach.co.uk/hotels/croatia/dalmatian-coast/zaton/zaton-holiday-resort","","",""
"383","33351", Child,"The Black Horse Inn","United Kingdom","Detling","https://www.blackhorsekent.co.uk/","https://www.blackhorsekent.co.uk/stay/","https://www.blackhorsekent.co.uk/food-drink/","http://www.stayinahotel.co.uk/hotel/131161","https://www.theblackhorsedevizes.co.uk/","https://www.chiangdao.com/hotels4/europehotels/unitedkingdomhotels/detlinghotels/theblackhorseinn.htm","","","",""
"384","33356", Child,"Westport Coast Hotel","Ireland","Westport","https://www.westportcoasthotel.ie/","https://www.westportcoasthotel.ie/specials.html","https://www.westportcoasthotel.ie/accommodation.html","https://westportcoasthotel.com-ireland.com/en/","https://coast.ireland-hotels.net/en/","https://westport-coast-hotel.westport-hotels.com/en/","https://coast.westporthotelsin1.com/en/","","",""
"385","33362", Child,"The Lake Hotel","Ireland","Killarney","https://www.lakehotelkillarney.ie/","https://www.lakehotelkillarney.ie/the-hotel.html","https://thelake.hotelkillarney.net/en/","https://www.lakehotelkillarney.ie/rooms.html","https://the-lake.hotels-killarney.net/en/","https://www.lakehotelkillarney.ie/location.html","","","",""
"386","33366", Child,"Sonesta Select Huntington Beach Fountain Valley","United States","Fountain Valley (CA)","https://www.sonesta.com/sonesta-select/ca/fountain-valley/sonesta-select-huntington-beach-fountain-valley","https://www.priceline.com/hotel-deals/en-us/P3000001743/H43926/sonesta-select-huntington-beach-fountain-valley.ssp","https://www.kayak.com/Fountain-Valley-Hotels-Sonesta-Select-Huntington-Beach-Fountain-Valley.7518854.ksp","","","","","","",""
"387","33385", Child,"Europe Playa Marina - Adults Only","Spain","Majorca","https://www.europe-hotels.org/hoteles/playa-marina-en/?lang=en","https://www.holidaygems.co.uk/hotels/europe-playa-marina-adults-only","https://www.holidaycheck.de/hi/europe-playa-marina-adults-only/02afb378-9210-33f8-8b2f-6dfd0935356c","https://www.logitravel.co.uk/beach-hotels/spain/majorca/palma-de-mallorca/europe-playa-marina-adults-only--hotel-1203","https://www.hotels.com/ho199514/europe-playa-marina-calvia-spain/?siteid=310000033&posredirect=true","https://www.europe-hotels.org/hoteles/playa-marina/","https://www.tui.co.uk/destinations/europe/spain/majorca/illetas/hotels/hotel-europe-playa-marina.html","","",""
"388","33397", Child,"Hotel Amaryllis","France","Nice","https://www.hotelamaryllis.com/en/","https://www.hotelamaryllis.com/","https://www.hotelamaryllis.com/fr/nice/","https://www.explorenicecotedazur.com/en/info/hotel-amaryllis-en/","https://www.hotelamaryllis.com/en/nice/","https://www.nicehotels24.com/en/property/amaryllis.html","https://www.france-hotel-guide.com/en/3865-hotel-amaryllis-nice-en.php","","",""
"389","33424", Child,"TOKYOEJOYINN-higashinippori","Japan","Tokyo","https://livejapan.com/en/in-tokyo/in-pref-tokyo/in-ueno/spot-lj0109882/","","","","","","","","",""
"390","33430", Child,"Ze Residence Ram Intra","Thailand","Bangkok","https://zeresidenceramintra.bangkokhotel.info/en-au/","https://zeresidenceramintra.bangkokhotel.info/tl/","https://home.livein.com/th/buildings/ze-residence-ram-intra/double-standard","","","","","","",""
"391","33431", Child,"Puerto Del Sol Beach Resort and Hotel Club Bolinao Pangasinan","Philippines","Bolinao","https://www.puertodelsol.com.ph/en/","https://ilovepangasinan.com/puerto-del-sol-beach-resort-hotel-club/","https://guidetothephilippines.ph/accommodation/resorts/puerto-del-sol-beach-resort-and-hotel-club-bolinao-pangasinan","https://www.willexplorephilippines.com/puerto-del-sol-beach-resort-bolinao-pangasinan/","https://www.puertodelsol.com.ph/en/reservation","https://www.reservations.com/hotel/puerto-del-sol-beach-resort-bolina-ph","","","",""
"392","33439", Child,"B&B HOTEL Paris Porte d'Orleans","France","Paris","https://www.hotel-bb.com/fr/hotel/paris-porte-d-orleans","https://www.lastminute.com/hotels/france/paris/bb-hotel-paris-porte-dorleans_hid-13847911","https://www.hotels.com/ho3294870464/b-b-hotel-paris-porte-d-orleans-montrouge-france/","https://www.hotel-bb.com/en/hotel/paris-porte-d-orleans","https://www.easyjet.com/en/holidays/france/paris/greater-paris/bb-hotel-paris-porte-dorleans","","","","",""
"393","33443", Child,"Upsea patong","Thailand","Phuket","","","","","","","","","",""
"394","33475", Child,"WaterFront City Apartments by UrbanRent","Hungary","Budapest","https://urbanrent.hu/budapest/waterfront-city-apartments/en","https://www.go-budapesthotels.com/en/property/waterfront-city-apartments-by-urbanrent.html","https://www.bedandbreakfast.eu/en/a/BYBiEj8Uy6zf/waterfront-city-apartments-by-urbanrent","https://budapest.com.ua/hotels/waterfront-city-apartments-by-urbanrent/","https://www.go-budapesthotels.com/en/property/waterfront-city-apartments-by-urbanrent/rooms.html","https://urbanrent.hu/budapest/waterfront-city-apartments/hu","","","",""
"395","33478", Child,"Villa Rossella","Switzerland","Locarno","https://www.villarossella.ch/","https://www.villarossella.ch/about","","","","","","","",""
"396","33483", Child,"Hotel Casona del Porvenir","Colombia","Cartagena","https://www.casonadelporvenir.com/","https://www.casonadelporvenir.com/es/index.html","https://cartagenacohotels.com/hotel-casona-del-porvenir-cartagena/","https://casonadelporvenir.hotelcartagena.net/","https://casona-del-porvenir.cartagena-hotels-colombia.com/en/","https://casona-del-porvenir.besthotelscartagena.com/en/","https://hotel-casona-del-porvenir.hotels-cartagenacolombia.com/es/","","",""
"397","33487", Child,"Hotel Vile Park Premium","Slovenia","Portoroz","https://www.hotel-vile-park-portoroz.com/en/index.php","https://www.sava-hotels-resorts.com/en/st-bernardin-resort-portoroz/accomodations/hotel-vile-park-premium/","https://www.sava-hotels-resorts.com/sl/st-bernardin-resort-portoroz/nastanitve/hotel-vile-park-premium/","https://vile-park-premium.slovenia-hotel.com/","https://www.hotel-vile-park-portoroz.com/de/index.php","https://www.sava-hotels-resorts.com/en/st-bernardin-resort-portoroz/accomodations/hotel-vile-park/","https://visitslovenia.com/places-to-stay/hotel/Piran/hotel-vile-park-premium/","","",""
"398","33500", Child,"Century Hotel Da Nang","Vietnam","Da Nang","https://centurydanang.com/","https://khamphadanang.vn/dia-diem/century-hotel-da-nang/","https://www.traveloka.com/vi-vn/hotel/vietnam/century-hotel-da-nang-9000000987845","https://www.bestprice.vn/khach-san/century-hotel-da-nang-3008.html","","","","","",""
"399","33507", Child,"Hotel AX","Finland","Helsinki","https://hotelax.fi/en/","https://ax.hotelsinfinland.net/en/","https://www.myhelsinki.fi/places/hotel-ax/","https://www.discoveringfinland.com/destination/hotel-ax/","https://www.choicehotels.com/en-uk/finland/helsinki/ascend-hotels/fi029","https://hotelax.fi/","","","",""
"400","33511", Child,"Black Sheep Budapest Smart Rooms","Hungary","Budapest","https://www.hostelworld.com/hostels/p/321372/blacksheep-budapest-smart-rooms/","https://blacksheephostel.hu/","https://www.lastminute.com/hotels/hungary/budapest/black-sheep-budapest-hostelapart_hid-9155282","https://www.go-budapesthotels.com/en/property/black-sheephostelapart.html","https://www.vacationrenter.com/p/371726401","https://www.go-budapesthotels.com/en/property/black-sheephostelapart/amenities.html","","","",""
"401","33520", Child,"HOTEL PAR-MAN","Japan","Chiba","https://hotel-parman.jp/","https://www.sniffhotels.com/jp/en/hotel/hotel-par-man","https://restreserve.com/hotel/a12553816/hotel-par-man","","","","","","",""
"402","33524", Child,"RoomQuest Sukhumvit36 BTS Thonglor","Thailand","Bangkok","https://roomquest-thonglor.bangkokshotels.com/en/","https://roomquestsukhumvit36thonglor.bangkokhotel.info/en-us/","https://ongkara-bangkok-sukhumvit-36.bangkok-hotels-now.com/en/","https://roomquesthotel.com/hotel/roomquest-sukhumvit-36-at-bts-thonglor","https://bangkoks.best/stay/roomquest-sukhumvit-36-bts-thonglor/","","","","",""
"403","33527", Child,"Dreamy Sky - Airport View Boutique Hotel","Vietnam","Da Nang","https://dreamy-sky.hotelsofhoian.com/en/","https://mytour.vn/khach-san/45516-dreamy-sky-airport-view-boutique-hotel.html","https://www.chiangdao.com/hotels4/asiahotels/vietnamhotels/dananghotels/dreamysky.htm","","","","","","",""
"404","33533", Child,"Sono Calm Geoje","South Korea","Geoje-si","https://www.klook.com/en-US/hotels/detail/586610-sono-calm-geoje/","https://daemyung-resort-geoje-kr.booked.net/","https://www.traveloka.com/en-en/hotel/south-korea/sono-calm-geoje-1000000435518","","","","","","",""
"405","33543", Child,"Cypressinn Tokyo","Japan","Tokyo","https://cypressinn.alltokyohotels.com/en/","https://cypressinn.tokyo-hotels-stay.com/en/","https://www.hotels-tokyo-jp.net/en/property/cypressinn.html","https://cypressinn.hotelsoftokyo.com/en/","https://www.momondo.com/hotels/tokyo/Cypressinn-Tokyo.mhd4226035.ksp","","","","",""
"406","33566", Child,"Hotel Best Lloret Splash","Spain","Lloret De Mar","https://www.besthotels.es/en/destinations-and-hotels/best-lloret-splash.html","https://www.besthotels.es/destinos-y-hoteles/best-lloret-splash.html","https://www.besthotels.es/fr/destinations-et-hotels/best-lloret-splash.html","https://www.onthebeach.co.uk/hotels/spain/costa-brava/lloret-de-mar/selvamar","https://www.momondo.com/hotels/lloret-de-mar/Hotel-Best-Lloret-Splash.mhd155304.ksp","","","","",""
"407","33596", Child,"Lokuthula Lodges","Zimbabwe","Victoria Falls","https://lokuthula.com/","https://lokuthula.com/accommodation/","https://lokuthula.com/accommodation/lokuthula-lodges/","https://afrizim.com/zimbabwe/victoria-falls/lokuthula-lodge.html","https://www.chaloafrica.com/accommodation/lokuthula-lodges-victoria-falls/","https://www.victoriafalls-guide.net/lokuthula-lodge.html","https://lokuthula.com/places-to-go/victoria-falls-zimbabwe/","","",""
"408","33598", Child,"Church Street Hotel by Belvilla near The Oval London","United Kingdom","London","https://www.oyorooms.com/gb/252795/","https://www.lastminute.com/hotels/united-kingdom/london/church-street-hotel_hid-2648723","https://www.hoteles.com/en/ho259193/church-street-hotel-london-united-kingdom/","","","","","","",""
"409","33607", Child,"The Resident Soho","United Kingdom","London","https://www.residenthotels.com/soho/","https://www.residenthotels.com/soho/rooms/","https://www.telegraph.co.uk/travel/destinations/europe/united-kingdom/england/london/central/west-end/soho/hotels/the-resident-soho-hotel/","https://smallandeleganthotels.com/destinations/united-kingdom/london/the-resident-soho/","https://www.myboutiquehotel.com/en/boutique-hotels-london/the-nadler-soho.html","https://www.travelweekly.com/Hotels/London/The-Resident-Soho-p55283109","","","",""
"410","33614", Child,"Celestins Spa Thermal & Hotel by Vy Resort","France","Vichy","https://vy-resort.com/en/our-hotels-and-residencies/the-celestins-spa-thermal-et-hotel/","https://vy-resort.com/fr/hotels/celestins-spa-thermal-et-hotel/","https://vy-resort.com/fr/bien-etre-et-forme/vichy-celestin-spa/","https://www.weekendesk.fr/reservation-hotel/11626/Celestins_Spa_Thermal_Hotel_by_Vy_Resort_Thermal_Spa-Auvergne-Vichy","https://www.fr.lastminute.com/hotel/france/vichy/vichy-celestins-spa-hotel_hid-217134","https://www.voyage-prive.com/ppl/voyage-france-auvergne-celestins-spa-thermal-hotel-by-vy-resort/67467","","","",""
"411","33624", Child,"Grand Star Hotel Bosphorus & Spa","Turkey","Ä°stanbul","https://grand-star.inistanbulhotels.com/en/","https://grand-star.hotel-istanbul.net/en/","https://www.go-istanbul-hotels.com/en/property/grand-star.html","https://www.lastminute.com/hotels/turkey/istanbul/grand-star-hotel-bosphorus_hid-268333","https://www.hoteles.com/en/ho348066/grand-star-hotel-bosphorus-istanbul-turkey/","","","","",""
"412","33652", Child,"Doncaster Apartments by Nightcap Plus","Australia","Melbourne","https://nightcaphotels.com.au/hotels/vic/doncaster-apartments-by-nightcap-plus","https://nightcaphotels.com.au/news/now-open-doncaster-apartments-by-nightcap-plus","https://www.corporatekeysaustralia.com.au/serviced-apartments-doncaster/doncaster-apartments-by-nightcap-plus","https://www.visitvictoria.com/regions/melbourne/places-to-stay/hotels/doncaster-apartments-by-nightcap-plus","https://www.hotelsone.com/doncaster-hotels-au/doncaster-apartments-by-nightcap-plus.html","","","","",""
"413","33657", Child,"RatiLanna Riverside Spa Resort","Thailand","Chiang Mai","https://www.ratilannachiangmai.com/","https://www.ratilannachiangmai.com/ratilanna-spa/","https://www.holidify.com/hotel/ratilanna-riverside-spa-resort-34080.html","https://www.myboutiquehotel.com/en/boutique-hotels-chiang-mai/rati-lanna-riverside-spa-resort.html","","","","","",""
"414","33662", Child,"APA Hotel Kyoto Ekimae","Japan","Kyoto","https://www3.apahotel.com/hotel/kansai/kyoto/kyoto-ekimae/","https://apa-hotel-kyoto-ekimae.hotels-in-kyoto.com/en/","https://www.japanican.com/hotel/japan/kyoto/apa-hotel-kyoto-ekimae","https://www3.apahotel.com/hotel/kansai/kyoto/kyoto-ekimae-chuoguchi/","","","","","",""
"415","33677", Child,"Izumiya Ryokan","Japan","Kyoto","https://www.japanican.com/hotel/japan/kyoto/izumiya-ryokan-kyoto","https://kyoto.travel/en/accommodations/ryokan/izumiyaryokan.html","https://izumiyaryokan.hotelkyoto.net/","https://izumiya-ryokan.kyotohotelspage.com/en/","","","","","",""
"416","33678", Child,"Khaolak Laguna Resort","Thailand","Khao Lak","https://www.khaolaklaguna.com/","https://www.holidaycheck.de/hi/khaolak-laguna-resort/af54f1fa-ccd8-3954-91a7-546a3bd7efd4","https://khaolaklaguna.com/accommodations","https://www.thaiholidayguide.com/accommodation/khaolak-laguna-resort/","https://khaolak-laguna-resort.khaolakhotelinfo.com/en/","https://www.visitkhaolak.com/accommodation/khaolak-laguna-resort/","","","",""
"417","33682", Child,"Naruwan Inn","Taiwan","Taitung","https://www.naruwan-inn.com.tw/New/en_new/hotel-main.html","https://www.naruwan-inn.com.tw/New/en_new/hotel_main/Aboutus.html","https://naruwaninn.tw-taiwan.com/en/","https://www.momondo.com/hotels/taitung-city/Naruwan-Inn.mhd453673.ksp","https://www.sniffhotels.com/tw/en/hotel/naruwan-inn","","","","",""
"418","33688", Child,"Silversand Resort","Thailand","Ko Samet","http://www.silversandsamed.com/","https://www.hotelscombined.com/Hotel/Silver_Sand_Resort.htm","","","","","","","",""
"419","33696", Child,"Margaritaville Hotel San Diego Gaslamp Quarter","United States","San Diego (CA)","https://www.margaritavilleresorts.com/margaritaville-hotel-san-diego","https://www.margaritavilleresorts.com/margaritaville-hotel-san-diego/maps-directions","https://www.costcotravel.com/Hotels/California/San-Diego/SanDiegoMargaritavilleGaslamp","https://www.margaritavilleresorts.com/margaritaville-hotel-san-diego/stay/rooms","https://blog.margaritaville.com/2023/08/margaritaville-hotel-san-diego-gaslamp-quarter-opens-its-doors-as-the-brands-first-city-center-hotel-on-the-west-coast/","","","","",""
"420","33710", Child,"Econo Lodge Near Reno-Sparks Convention Center","United States","Reno (NV)","https://www.choicehotels.com/nevada/reno/econo-lodge-hotels/nv049","https://www.travelweekly.com/Hotels/Reno-NV/Econo-Lodge-near-Reno-Sparks-Convention-p50903861","https://www.choicehotels.com/en-in/nevada/reno/econo-lodge-hotels/nv049","https://www.kayak.com.au/Reno-Hotels-Econo-Lodge-Near-Reno-Sparks-Convention-Center.38361.ksp","https://www.momondo.com/hotels/reno/Econo-Lodge-Near-Reno-Sparks-Convention-Center.mhd38361.ksp","https://www.vio.com/h/us/econo-lodge-new-reno-sparks-convention-center--1169543","https://www.kayak.com/Reno-Hotels-Econo-Lodge-Near-Reno-Sparks-Convention-Center.38361.ksp","","",""
"421","33714", Child,"Four Points by Sheraton Orlando International Drive","United States","Orlando (FL)","https://www.marriott.com/en-us/hotels/mcofp-four-points-orlando-international-drive/overview/","https://www.marriott.com/en-us/hotels/mcofp-four-points-orlando-international-drive/own/","https://www.marriott.com/en-us/hotels/mcofp-four-points-orlando-international-drive/rooms/","https://www.internationaldriveorlando.com/where-to-stay/four-points-by-sheraton-international-drive.html","https://www.kayak.com/Orlando-Hotels-Four-Points-by-Sheraton-Orlando-International-Drive.31805.ksp","https://help.marriott.com/s/article/Article-28782","","","",""
