Order, No, Type, Hotel Name, Hotel Country, Hotel CityMatched Link 1,Matched Link 2,Matched Link 3,Matched Link 4,Matched Link 5,Matched Link 6,Matched Link 7,Matched Link 8,Matched Link 9,Matched Link 10
"122","30582", Child,"Comfort Hotel Tokyo Kanda","Japan","Tokyo","https://comfort-kanda.intokyohotels.com/en/","https://www.choicehotels.com/japan/tokyo/comfort-inn-hotels/jp056","https://www.choice-hotels.jp/hotel/kanda/","https://www.japanican.com/hotel/japan/tokyo/comfort-hotel-tokyo-kanda","https://comfortkanda.hotelsoftokyo.com/","https://www.choicehotels.com/en-au/japan/tokyo/comfort-inn-hotels/jp056","https://www.momondo.com/hotels/tokyo/Comfort-Hotel-Tokyo-Kanda.mhd193091.ksp","","",""
"123","30586", Child,"Comfort Suites Moab near Arches National Park","United States","Moab (UT)","https://www.choicehotels.com/utah/moab/comfort-suites-hotels/ut172","https://www.choicehotels.com/en-uk/utah/moab/comfort-suites-hotels/ut172","https://www.choicehotels.com/en-ca/utah/moab/comfort-suites-hotels/ut172","https://www.choicehotels.com/en-in/utah/moab/comfort-suites-hotels/ut172","","","","","",""
"124","30591", Child,"Freehand Miami","United States","Miami Beach (FL)","https://freehandhotels.com/miami/","https://www.telegraph.co.uk/travel/destinations/north-america/united-states/florida/miami/miami-beach/hotels/freehand-miami-hostel/","https://www.travelweekly.com/Hotels/Miami-Beach-FL/The-Freehand-Miami-Hotel-p4524282","https://www.lastminute.com/hotels/united-states/miami-fl/freehand-miami_hid-8129","https://www.hotelscombined.com/Hotel/Freehand_Miami.htm","","","","",""
"125","30602", Child,"Holiday Inn Express-International Drive by IHG","United States","Orlando (FL)","https://www.ihg.com/holidayinnexpress/hotels/us/en/orlando/mcocd/hoteldetail","https://www.ihg.com/holidayinnexpress/hotels/us/en/orlando/mcosw/hoteldetail","https://www.reservations.com/hotel/holiday-inn-express-and-suites-international-drive","https://bookonline.com/hotel/holiday-inn-express-&-suites-international-drive","https://www.ihg.com/holidayinnexpress/hotels/gb/en/orlando/mcocd/hoteldetail","","","","",""
"126","30639", Child,"DoubleTree by Hilton Orlando Airport Hotel","United States","Orlando (FL)","https://www.hilton.com/en/hotels/mcohndt-doubletree-orlando-airport/","https://www.hilton.com/en/hotels/mcohndt-doubletree-orlando-airport/hotel-location/","https://www.hotelsone.com/orlando-hotels-us/doubletree-by-hilton-orlando-airport.html","https://www.hotels.com/ho121931/doubletree-by-hilton-orlando-airport-orlando-united-states-of-america/","https://hotelguides.com/hotels/florida/orlando/119306.html","","","","",""
"127","30651", Child,"Lux Verde Hotel","United States","Cottonwood (AZ)","https://luxverdehotel.com/","https://luxverdehotel.com/rooms/","https://www.reservations.com/hotel/lux-verde-hotel-cottonwood-az","https://luxverdehotel.com/hotel/hotel-front/","https://golfshotels.com/lux-verde-hotel-cottonwood/","","","","",""
"128","30669", Child,"Art Hotel Eiffel","France","Paris","https://www.arthoteleiffel.com/en/","https://www.arthoteleiffel.com/","https://www.arthoteleiffel.com/en/hotel","https://www.paristopten.com/hotels/art-hotel-eiffel/","","","","","",""
"129","30677", Child,"R. Kipling by Happyculture","France","Paris","https://www.happyculture.com/en/kipling-hotel.html","https://www.kipling-hotel.com/","https://www.kipling-hotel.com/fr/","https://www.happyculture.com/fr/kipling-hotel.html","https://www.momondo.com/hotels/paris/R-Kipling-by-Happyculture.mhd177655.ksp","https://www.kayak.com/Paris-Hotels-Hotel-R-Kipling-By-Happyculture.177655.ksp","","","",""
"130","30683", Child,"City Oasis Guesthouse","Hong Kong SAR, China","Hong Kong","https://city-oasis-guesthouse.hongkonghotelsandrates.com/en/","https://city-oasis-guesthouse.inhongkonghotels.com/en/","https://www.klook.com/hotels/detail/588264-city-oasis-guesthouse/","https://www.tophotels-hongkong.com/en/property/city-oasis-guesthouse.html","https://hongkonghotelschina.com/city-oasis-guesthouse-hong-kong/","https://www.tophotels-hongkong.com/en/property/city-oasis-guesthouse/location.html","https://en.planetofhotels.com/hong-kong/hong-kong/city-oasis-guesthouse","","",""
"131","30688", Child,"Vinotel Cirebon","Indonesia","Cirebon","http://www.vinotel.id/","https://www.traveloka.com/id-id/hotel/indonesia/vinotel-cirebon-3000010021918","","","","","","","",""
"132","30691", Child,"Castle Inn Sendai","Japan","Sendai","https://hpdsp.jp/castle-inn-sendai/en/","https://www.japanican.com/hotel/japan/sendai/castle-inn-sendai","https://www.com-sendai.com/en/property/castle-inn.html","https://www.momondo.com/hotels/sendai/Castle-Inn-Sendai.mhd2310393.ksp","https://castle-inn.hotels-of-guadalajara.com/","https://en.planetofhotels.com/japan/sendai/castle-inn-sendai","https://www.jalan.net/en/japan_hotels_ryokan/Hotels/Miyagi_Hotels/Sendai_Hotels/Sendai_Hotels/castle_inn_sendai/","","",""
"133","30697", Child,"HI Porto - Pousada de Juventude","Portugal","Porto","https://www.pousadasjuventude.pt/pt/pousadas/pousada-do-porto/","https://hihostels.com/hostels/hi-porto-pousada-de-juventude/","https://www.pousadasjuventude.pt/en/hostels/pousada-do-porto/","https://www.hostelworld.com/hostels/p/27374/hi-porto-pousada-de-juventude/","https://www.pousadas.com.pt/porto/hi-porto-pousada-de-juventude-porto/","https://www.momondo.com/hotels/porto/HI-Porto---Pousada-de-Juventude.mhd2259964.ksp","","","",""
"134","30707", Child,"Inn Cube - Taipei Main Station","Taiwan","Taipei","https://inncubetaipeimainstation.tw-taiwan.com/en/","https://inn-cube.best-hotels-taipei.com/en/","https://inn-cube.taipeihotelinfo.com/en/","https://rwd.ezhotel.cloud/inncube/1/language/en","https://www.klook.com/hotels/detail/59310-inn-cube-taipei-main-station/","","","","",""
"135","30715", Child,"Motel 6-West Des Moines, IA","United States","W Des Moines","https://www.motel6.com/en/home/motels.ia.west-des-moines.9451.html","https://www.hotels.com/ho454874/motel-6-west-des-moines-ia-west-des-moines-united-states-of-america/","https://www.reservations.com/hotel/motel-6-des-moines-west-west-des-moines-us-171467800","https://www.hoteles.com/en/ho454874/motel-6-west-des-moines-ia-west-des-moines-united-states-of-america/","https://www.momondo.com/hotels/west-des-moines/Motel-6-Des-Moines-West.mhd125938.ksp","https://www.hotelplanner.com/Hotels/280659/Reservations-Motel-6-West-Des-Moines-Ia-West-Des-Moines-7655-Office-Plaza-Dr-North-50266","","","",""
"136","30768", Child,"Fuengirola Beach Apartamentos Turisticos","Spain","Fuengirola","https://www.fuengirolabeach.com/","https://fuengirola-beach.andalucia-hotels.com/es/","https://hotelsinspain.info/fuengirola-beach-apartamentos-turisticos/","https://housity.net/hotel/fuengirola-beach-apartamentos-turisticos/","https://www.airbnb.es/playa-fuengirola-spain/stays","https://www.centraldereservas.com/hoteles/espana/andalucia/malaga/fuengirola/fuengirola-beach-apartamentos-turisticos","https://www.fuengirolabeach.com/en/","https://reserving.com/hotels/europe/spain/andalusia/malaga/fuengirola/fuengirola-beach-apartamentos-turisticos","",""
"137","30776", Child,"Sandton Sun and Towers","South Africa","Johannesburg","https://www.southernsun.com/sandton-sun-and-towers","https://www.southernsun.com/sandton-sun-and-towers/accommodation","https://sandton-sun.johannesburg-hotels-za.com/en/","https://www.southernsun.com/sandton-sun-and-towers/services-amenities","https://sandtonsun.hotels-johannesburg.com/en/","","","","",""
"138","30792", Child,"Hosteria Las Quintas Hotel Restaurante Bar","Mexico","Cuernavaca","https://hosterialasquintas.com.mx/","https://www.facebook.com/hlasquintas/","https://hosterialasquintas.com.mx/en","https://hosteria-las-quintas-spa.hoteles-cuernavaca.com/en/","https://es.planetofhotels.com/mexico/cuernavaca/hosteria-las-quintas-hotel-spa","","","","",""
"139","30797", Child,"Days Inn by Wyndham Seatac Airport","United States","Seattle (WA)","https://www.wyndhamhotels.com/days-inn/seattle-washington/days-inn-seatac-airport/overview","https://www.momondo.com/hotels/seatac/Days-Inn-by-Wyndham-Seatac-Airport.mhd31745.ksp","https://bookonline.com/hotel/days-inn-by-wyndham-seatac-airport-contact-us","https://www.wyndhamhotels.com/de-de/days-inn/seattle-washington/days-inn-seatac-airport/overview","","","","","",""
"140","30809", Child,"Imperial Palace Classical Hotel Thessaloniki","Greece","Thessaloniki","https://imperialhospitality.gr/hotels/imperial-palace-classical-hotel/","https://imperialhospitality.gr/el/hotels/imperial-palace-classical-hotel/","https://imperialhospitality.gr/","https://www.momondo.com/hotels/thessaloniki/Imperial-Palace-Classical-Hotel-Thessaloniki.mhd153551.ksp","https://www.travelweekly.com/Hotels/Thessaloniki-Greece/Imperial-Palace-Classical-Hotel-p59080923","https://imperialpalace.reserve-online.net/","https://www.hotel.info/en/hotel/222860","","",""
"141","30823", Child,"Grand Hotel Excelsior","Italy","Amalfi","https://www.excelsior-hotel.it/en/","https://www.excelsior-hotel.it/","https://italyamalfi.com/grand-hotel-excelsior-amalfi/","https://italyamalfi.com/grand-hotel-excelsior-amalfi-italy/","https://www.touristitaly.com/hotels/grand-hotel-excelsior-amalfi/","https://www.thomascook.com/holidays/italy/amalfi-coast/amalfi/grand-hotel-excelsior-21774/","https://www.travelweekly.com/Hotels/Amalfi-Italy/Grand-Hotel-Excelsior-p4192468","","",""
"142","30831", Child,"Bull Escorial & SPA","Spain","Gran Canaria","https://www.bullhotels.com/en/bull-escorial-and-spa/","https://www.bullhotels.com/bull-escorial-y-spa/","https://www.bullhotels.com/cms/uploads/en_1679315950PDF%20BE%20(1)%20english.pdf","https://www.tui.nl/bull-escorial-en-spa-50948770/","https://www.playa-del-ingles-hotels.com/en/property/escorial.html","https://www.onthebeach.co.uk/hotels/canaries/gran-canaria/playa-del-ingles/bull-escorial-spa","https://www.tui.pl/wypoczynek/wyspy-kanaryjskie/gran-canaria/bull-escorial-spa-lpa31076","","",""
"143","30832", Child,"Bull Escorial & SPA","Spain","Gran Canaria","https://www.bullhotels.com/en/bull-escorial-and-spa/","https://www.bullhotels.com/bull-escorial-y-spa/","https://www.bullhotels.com/cms/uploads/en_1679315950PDF%20BE%20(1)%20english.pdf","https://www.easyjet.com/en/holidays/spain/gran-canaria/playa-del-ingles/bull-escorial-spa","https://www.playa-del-ingles-hotels.com/en/property/escorial.html","https://www.holidaycheck.de/hi/bull-escorial-spa/bf07bbb5-5c00-3623-a1a9-92de5221e95c","https://www.tui.co.uk/destinations/europe/spain/gran-canaria/playa-del-ingles/hotels/bull-escorial-and-spa.html","https://escorial.hotel-playa-del-ingles.com/en/","",""
"144","30834", Child,"Hotel Kraft","Italy","Florence","https://www.krafthotel.it/","https://www.krafthotel.it/it/index","https://www.krafthotel.it/en/florence-hotel/hotel-florence-italy","https://kraft.florence-hotels-it.com/en/","https://kraft.hotels-of-florence.net/en/","https://kraft.florence-hotels365.com/","https://www.kimkim.com/h/kraft-hotel-florence-florence-italy","","",""
"145","30843", Child,"Mangrove Residences Mactan","Philippines","Cebu","https://mangroveplaceresidences.com/","https://www.ivivu.com/khach-san-cebu/mangrove-residences-mactan","https://www.traveloka.com/en-ph/hotel/philippines/mangrove-residences-mactan-9000002748771","","","","","","",""
"146","30847", Child,"Apollo Palm Hotel","Greece","Athens","https://apollopalmhotel.com/","https://apollo-palm.athens-greecehotels.com/en/","https://www.cntraveler.com/hotels/athens/apollo-palm-hotel","https://www.myboutiquehotel.com/en/boutique-hotels-athens/apollo-palm-hotel.html","https://apollopalmhotel.reserve-online.net/","https://en.planetofhotels.com/greece/athens/apollo-palm-hotel","https://kobu.co/hotels/apollo-palm/","https://apollopalmhotel.reserve-online.net/about","",""
"147","30867", Child,"THE FLAG HOTEL Marbella, Estepona Adult Recommended","Spain","Estepona","https://hotel.the-flag.de/en/costadelsol/adults-only-hotel-spain","https://costadelsolspainhotels.com/the-flag-costa-del-sol-hotel-estepona/","https://www.esteponahotels.net/the-flag-marbella-adult-recommended.en-ie.html","https://onlyadultshotels.com/hotel/the-flag-hotel-marbella-adults-only-estepona/","https://www.hotelsone.com/estepona-hotels-es/the-flag-hotel-marbella-estepona-adults-recommended.html","https://tophotels.com/hotel/spain/the-flag-costa-del-sol-estepona.en-gb","https://www.klook.com/hotels/detail/1198703-the-flag-hotel-marbella-estepona--adults-recommended/","","",""
"148","30878", Child,"Hotel Afford Inn","Bangladesh","Dhaka","https://www.hotelaffordinn.com/","https://hotel-afford-inn-1.dhaka-hotel.com/en/","https://dirhotels.com/Hotel-Afford-Inn-Dhaka","https://hotelaffordinnbd.business.site/","https://en.planetofhotels.com/bangladesh/dhaka/hotel-afford-inn-3563092","https://www.momondo.com/hotels/dhaka/Hotel-Afford-Inn.mhd2233382.ksp","","","",""
"149","30883", Child,"Hotel Perron 10","Switzerland","Winterthur","https://www.hotel-perron10.ch/","https://www.hotels.com/ho3051786912/hotel-perron-10-winterthur-switzerland/","https://www.hotelsone.com/winterthur-hotels-ch/hotel-perron-10.html","https://www.travelated.com/switzerland/winterthur/hotel-perron-10","https://reserving.com/hotels/europe/switzerland/zurich/winterthur/hotel-perron-10","https://www.myswitzerland.com/en-id/accommodations/hotel-perron-10/","","","",""
"150","30889", Child,"Hotel GRACE LA MARGNA ST MORITZ","Switzerland","Saint Moritz","https://www.gracehotels.com/st-moritz","https://www.gracehotels.com/en/st-moritz?gad_source=1","https://www.gracehotels.com/en/st-moritz/hotel","https://slh.com/hotels/grace-la-margna-st-moritz","https://www.hilton.com/en/hotels/smvlmlx-grace-la-margna-st-moritz/","https://www.myboutiquehotel.com/en/boutique-hotels-st-moritz/grace-la-margna-st-moritz.html","https://www.mrandmrssmith.com/luxury-hotels/grace-la-margna-st-moritz","https://guide.michelin.com/en/hotels-stays/st-moritz/grace-la-margna-st-moritz-13575","",""
"151","30895", Child,"Tamantara","Indonesia","Bali","https://www.tamantaraubudbali.com/","https://tamantara-suite-villa-ubud.best-bali-hotels.com/en/","https://tamantara-suite-villa-ubud.bali-tophotels.com/en/","https://www.tamantaraubudbali.com/book-now","","","","","",""
"152","30896", Child,"Tamantara","Indonesia","Bali","https://www.tamantaraubudbali.com/","https://tamantara-suite-villa-ubud.best-bali-hotels.com/en/","https://tamantara-suite-villa-ubud.bali-tophotels.com/en/","","","","","","",""
"153","30898", Child,"LEGOLAND Hotel Dubai","United Arab Emirates","Dubai","https://www.legoland.com/dubai/legoland-hotel/","https://www.dubai-hotels-now.com/en/property/legoland-hotel-dubai-2.html","https://www.kayak.ae/Dubai-Hotels-Legoland-Hotel-Dubai.8370573.ksp","https://www.lastminute.com/hotels/united-arab-emirates/dubai/legoland-hotel-dubai_hid-10065160","","","","","",""
"154","30913", Child,"Toyoko Inn Miyazaki Chuo-dori","Japan","Miyazaki","https://www.toyoko-inn.com/eng/search/detail/00125","https://www.japanican.com/hotel/japan/miyazaki/toyoko-inn-miyazaki-chuo-dori","https://www.momondo.com/hotels/miyazaki/Toyoko-Inn-Miyazaki-Chuo-Dori.mhd422566.ksp","https://www.kayak.com/Miyazaki-Hotels-Toyoko-Inn-Miyazaki-Chuo-Dori.422566.ksp","https://www.toyoko-inn.com/index.php/eng/search/detail/00125/","https://www.toyoko-inn.com/vietnamese/search/detail/00125","","","",""
"155","30922", Child,"Loch Rannoch Hotel and Spa","United Kingdom","Kinloch Rannoch","https://www.lochrannochhotel.com/","https://www.lochrannochhotel.com/rannoch-spa/","https://www.lochrannochhotel.com/offers/","https://www.kinlochrannoch.com/sleep/loch-rannoch-hotel-estate/","https://www.lochrannochhotel.com/about/contact-us/","","","","",""
"156","30926", Child,"Henriks Hotell","Norway","Skien","https://www.henrikshotell.no/","https://henriks-l.hotelsofnorway.com/en/","https://www.henrikshotell.no/om-oss/","https://www.hotels.com/ho2071164512/henriks-hotell-skien-norway/","https://www.hotelsone.com/skien-hotels-no/henriks-hotell.html","","","","",""
"157","30946", Child,"Canopy By Hilton Philadelphia Center City","United States","Philadelphia (PA)","https://www.hilton.com/en/hotels/phloppy-canopy-philadelphia-center-city/","https://www.hilton.com/en/hotels/phloppy-canopy-philadelphia-center-city/hotel-info/","https://7across.com/resorts/United-States/Pennsylvania/Canopy-by-Hilton-Philadelphia-Center-City","https://www.hilton.com/en/hotels/phloppy-canopy-philadelphia-center-city/rooms/","","","","","",""
"158","30962", Child,"Hamachidorinoyu Kaisyu","Japan","Nishimuro","https://dormy-hotels.com/resort/hotels/shirahama_kaisyu/index.php","https://www.japanican.com/hotel/japan/shirahama/kaishu","https://www.traveloka.com/en-en/hotel/japan/hamachidorinoyu-kaisyu-2000000194363","https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Wakayama_Ryokan/Shirahama_Ryujin_Ryokan/Shirahama_Minabe_Tanabe_Ryokan/hamachidori_no_yu_kaisyu/","https://districtsixtyfive.com/hamachidorinoyu-kaisyu-review-onsen-hotel-in-wakayama/","","","","",""
"159","30976", Child,"Queen T&T Dalat Hotel","Vietnam","Dalat","https://www.facebook.com/QueenTandTHotelDaLat/","https://dalatreview.vn/queen-tt-hotel-dalat.html","https://www.traveloka.com/vi-vn/hotel/vietnam/queen-tt-hotel-dalat-9000000321304","https://queenttdalat1dalat.vn-hotel.com/","https://vietgoing.com/hotel/2328-queen-tt-hotel-da-lat.html","","","","",""
"160","30995", Child,"Rooms Milano Duomo","Italy","Milan","https://www.roomsmilanoduomo.com/en/","https://www.roomsmilanoduomo.com/en/suite-milan-centre.html","https://www.roomsmilanoduomo.com/","https://www.roomsmilanoduomo.com/en/rooms-milan-centre-duomo.html","","","","","",""
"161","31005", Child,"Havona hotel - Taman Tropika Kulai","Malaysia","Johor Bahru","https://havonahotel.com/","https://en.planetofhotels.com/malaysia/kulai/havona-hotel","https://www.onedegreestays.com/property/havona-hotel-taman-tropika-kulai/BC-312320","https://www.hotels21.com/malaysia/kulai/havona-hotel","https://www.chiangdao.com/hotels4/asiahotels/malaysiahotels/johorbahruhotels/havonahotel.htm","https://www.klook.com/en-SG/hotels/detail/57767-havona-hoteltaman-tropika-kulai/","","","",""
"162","31012", Child,"Parosand Hanoi Hotel","Vietnam","Hanoi","https://parosand.com/","https://parosand.com/acommodation/","https://www.facebook.com/ParosandHanoiHotelandApartments/","","","","","","",""
"163","31026", Child,"Homewood Suites Des Moines Airport","United States","Des Moines (IA)","https://www.hilton.com/en/hotels/dsmaihw-homewood-suites-des-moines-airport/","https://terminalhotels.com/hotels-by-des-moines-international-airport/homewood-suites-des-moines-airport.html","https://www.hotelscombined.com/Hotel/Homewood_Suites_Des_Moines_Airport.htm","https://www.lastminute.com/hotels/united-states/des-moines-ia/homewood-suites-by-hilton-des-moines-airport_hid-5278124","https://homewood-suites-airport.iowabesthotels.com/en/","https://www.kayak.com/Des-Moines-Hotels-Homewood-Suites-Des-Moines-Airport.3763811.ksp","https://www.hilton.com/en/hotels/dsmaihw-homewood-suites-des-moines-airport/hotel-info/","","",""
"164","31033", Child,"Hotel Tetora Asahikawa Station","Japan","Asahikawa","https://tetora-station.hotelshokkaido.com/en/","https://vi.hotels.com/ho800900480/hotel-tetora-asahikawa-station-asahikawa-nhat-ban/","https://www.hotelscombined.com.au/Hotel/Hotel_Tetora_Asahikawa_Station.htm","https://www.hotel.info/en/hotel/1015709","https://vi.hotels.com/en/ho800900480/hotel-tetora-asahikawa-station-asahikawa-japan/","","","","",""
"165","31051", Child,"Dalat Wonder Resort","Vietnam","Dalat","http://www.dalatwonderresort.vn/Vn/Default.aspx","http://www.dalatwonderresort.vn/Vn/Abouts.aspx","https://vietnamresorts.com/resort/dalat-wonder-resort","https://www.vietnam.vn/en/dalat-wonder-resort-noi-nghi-duong-dac-biet-cho-mua-he-tai-da-lat/","https://dalat.one/dalat-wonder-resort-vietnam","http://www.dalatwonderresort.vn/En/Default.aspx","http://www.dalatwonderresort.vn/En/Abouts.aspx","","",""
"166","31059", Child,"Ottolire Resort","Italy","Locorotondo","https://ottolireresort.it/en/","https://www.hotel-boutique.it/ottolire-resort-locorotondo/","https://guide.michelin.com/en/hotels-stays/Locorotondo/ottolire-resort-9432","https://www.myboutiquehotel.com/en/boutique-hotels-locorotondo/ottolire-resort.html","","","","","",""
"167","31065", Child,"Spring SPA Motel ","Taiwan","Taichung","https://www.momondo.com/hotels/taichung/Spring-Spa-Motel.mhd3634503.ksp","https://www.travelated.com/taiwan/taichung/spring-spa-motel","https://www.hotelscombined.com.au/Hotel/Spring_SPA_Motel.htm","https://www.kayak.com/Taichung-Hotels-Spring-Spa-Motel.3634503.ksp","","","","","",""
"168","31066", Child,"Spring SPA Motel ","Taiwan","Taichung","https://www.momondo.com/hotels/taichung/Spring-Spa-Motel.mhd3634503.ksp","https://www.travelated.com/taiwan/taichung/spring-spa-motel","https://www.kayak.com/Taichung-Hotels-Spring-Spa-Motel.3634503.ksp","https://www.hotelscombined.com.au/Hotel/Spring_SPA_Motel.htm","","","","","",""
"169","31071", Child,"Getsemani Cartagena Hotel","Colombia","Cartagena","https://www.getsemanicartagenahotel.com/","https://getsemani-cartagena-hotel.hotels-cartagenacolombia.com/en/","https://es.planetofhotels.com/colombia/cartagena-de-indias/getsemani-cartagena-hotel","https://www.hotels.com/ho657437600/hotel-getsemani-cartagena-lux-cartagena-colombia/","","","","","",""
"170","31076", Child,"Abba Rambla Hotel","Spain","Barcelona","https://www.abbahoteles.com/en/destinations/abba-rambla-hotel/hotel.html","https://www.abbahoteles.com/es/destinos/abba-rambla-hotel/hotel.html","https://www.hotelsbarcelonaes.com/en/property/abba-rambla.html","https://www.barcelona-tourist-guide.com/en/hotels/abba-rambla-hotel.html","https://www.momondo.com/hotels/barcelona/Abba-Rambla-Hotel.mhd119797.ksp","","","","",""
"171","31083", Child,"Golden Sands Hotel & Residences","United Arab Emirates","Sharjah","https://www.goldensandshotelsharjah.com/","https://www.goldensandshotelsharjah.com/contact-us","https://goldensandsresidencessharjah.ae-hotels.com/en/","https://www.sharjahhotels.org/en/property/ramada-sharjah.html","https://www.goldensandshotelsharjah.com/about","https://www.momondo.com/hotels/sharjah/Golden-Sands-Hotel-Residences.mhd5380795.ksp","","","",""
"172","31111", Child,"B&B Hotel Dusseldorf City-Sud","Germany","Dusseldorf","https://www.hotel-bb.com/en/hotel/duesseldorf-city-sued","https://www.hotel-bb.com/de/hotel/duesseldorf-city-sued","https://www.hotel-bb.com/en/hotel/duesseldorf-city","https://www.hotels.com/ho242717/b-b-hotel-dusseldorf-city-sud-dusseldorf-germany/","https://www.momondo.com/hotels/duesseldorf/B-B-Hotel-Duesseldorf-City-Sued.mhd170506.ksp","https://www.hotel.de/de/hotel/250404","","","",""
"173","31121", Child,"BW Premier Collection Mondial","France","Cannes","https://hotellemondial.com/fr/","https://hotellemondial.com/en/","https://www.bestwestern.fr/en/hotel-Cannes-Best-Western-Mondial-93540","https://www.bestwestern.com/en_US/book/hotels-in-cannes/hotel-le-mondial-bw-premier-collection/propertyCode.93540.html","https://www.myboutiquehotel.com/en/boutique-hotels-cannes/best-western-premier-mondial.html","https://www.bwhhotels.co.uk/hotels/hotel-le-mondial-bw-premier-collection-93540","","","",""
"174","31134", Child,"CALM Appart' & Hostel","France","Lille","https://www.appart-hotel-lille.com/","https://www.appart-hotel-lille.com/en/","https://calm-appart.lille-hotels.com/","https://www.hostelworld.com/hostels/p/321374/calm-appart-and-hostel/","http://calm-apparthotel.com/","https://calm-appart.hotelsinlille.com/","","","",""
"175","31142", Child,"Hotel Sanpi Milano","Italy","Milan","https://hotelsanpimilano.it/","https://hotelsanpimilano.it/it/","https://hotelsanpimilano.it/charming-hotel-milan/","https://sanpi-o.hotels-milan.net/en/","https://hotel-sanpi-milano.at-hotels.com/en/","","","","",""
"176","31161", Child,"Muang Samui Spa Resort - SHA Extra Plus","Thailand","Koh Samui","https://www.muangsamui.com/muangsamuisparesort/","https://muangsamuisparesort.besthotelskohsamui.com/en/","http://muang-samui-spa-resort.hotelsofkohsamui.com/","https://www.lastminute.com/hotels/thailand/amphoe-koh-samui/muang-samui-spa-resort_hid-198483","","","","","",""
"177","31165", Child,"Rido Hotel","Taiwan","Taipei","http://www.rido.com.tw/en","http://www.rido.com.tw/zh-tw","https://rido.best-hotels-taipei.com/en/","https://ridohotel.tw-taiwan.com/en/","https://rido.taipeihotelinfo.com/en/","https://rido.taiwanhotelstaipei.com/en/","","","",""
"178","31170", Child,"Ryotei Tanokura","Japan","Yufu","https://www.japanican.com/hotel/japan/yufu/ryotei-tanokura","https://www.kyushuisland.com/en/property/ryotei-tanokura-hotel.html","https://selected-ryokan.com/ryokan/ryotei-tanokura_yufuin_oita_kyushu.html","https://www.travelated.com/japan/yufu/ryotei-tanokura","","","","","",""
"179","31187", Child,"Landing Jeju Shinhwa World Hotel","South Korea","Jeju","https://landingjejushinhwaworldhotel.southkrhotel.com/en/","https://www.visitjeju.net/en/detail/view?contentsid=CNTS_000000000022770","https://www.shinhwaworld.com/hotellden.jhtml","https://jejuhotels.org/landing-jeju-shinhwa-world-hotel/","https://landing-shinhwa-world.jejuhotels24.com/en/","https://www.hotels.com/ho640964704/landing-jeju-shinhwa-world-hotels-resorts-seogwipo-south-korea/","https://landing-shinhwa-world.jejuhotelsweb.com/en/","","",""
"180","31200", Child,"Econo Lodge Woodland near I-5","United States","Woodland (CA)","https://www.choicehotels.com/california/woodland/econo-lodge-hotels/cab63","https://www.reservations.com/Hotel/econo-lodge-woodland-near-i5-woodland-ca","https://www.yelp.com/biz/econo-lodge-woodland-2","https://www.momondo.com/hotels/woodland/Econo-Lodge-Woodland-near-I-5.mhd189892.ksp","https://www.choicehotels.com/california/woodland/econo-lodge-hotels/cab63?mc=llyxyxpx","https://www.hotelplanner.com/Hotels/122941/Reservations-Econo-Lodge-Woodland-53-West-Main-St-95695","","","",""
"181","31201", Child,"Econo Lodge Woodland near I-5","United States","Woodland (CA)","https://www.choicehotels.com/california/woodland/econo-lodge-hotels/cab63","https://www.reservations.com/Hotel/econo-lodge-woodland-near-i5-woodland-ca","https://www.yelp.com/biz/econo-lodge-woodland-2","https://www.choicehotels.com/en-ca/california/woodland/econo-lodge-hotels/cab63","https://www.momondo.com/hotels/woodland/Econo-Lodge-Woodland-near-I-5.mhd189892.ksp","https://www.hoteles.com/en/ho247154/econo-lodge-woodland-near-i-5-woodland-united-states-of-america/","","","",""
"182","31207", Child,"Hotel on Rivington","United States","New York (NY)","https://www.hotelonrivington.com/","https://slh.com/hotels/hotel-on-rivington","https://www.hilton.com/en/hotels/jfkhrlx-hotel-on-rivington/","https://www.hotels-new-york.org/en/property/on-rivington.html","https://www.cntraveler.com/hotels/united-states/new-york/hotel-on-rivington","https://hotel-on-rivington-new-york.booked.net/","https://hotel-on-rivington.hotels-innewyork.com/en/","","",""
"183","31211", Child,"Embassy Suites Tucson - Paloma Village","United States","Tucson (AZ)","https://www.hilton.com/en/hotels/tuseses-embassy-suites-tucson-paloma-village/","https://www.visittucson.org/listing/embassy-suites-by-hilton%C2%AE-tucson-paloma-village/17265/","https://www.hilton.com/en/hotels/tuseses-embassy-suites-tucson-paloma-village/hotel-info/","https://www.priceline.com/hotel-deals/h5489603/US/Arizona/Tucson/Embassy-Suites-by-Hilton-Tucson-Paloma-Village.html","https://www.hotelscombined.com/Hotel/Embassy_Suites_Tucson_Paloma_Village.htm","https://www.hilton.com/en/hotels/tuseses-embassy-suites-tucson-paloma-village/rooms/","","","",""
"184","31220", Child,"HOTEL R9 Kujukuri "ex Casual Resort COFF Ichinomiya"","Japan","Onjuku","https://en.planetofhotels.com/japan/ichinomiya/coff-ichinomiya","https://www.a-hotel.com/japan/135187-ichinomiya/2555699-1-hotel-r9-kujukuri-ex-casual-resort-coff-ichinomiya/","https://www.momondo.com/hotels/ichinomiya-chiba/Casual-Resort-Coff-Ichinomiya.mhd3091480.ksp","","","","","","",""
